Name	Set	ImageFile	Rarity	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Species/Class	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Signal for Rescue	CA	ST2E-EN03105	U	3U105	Mission	0	P	2	45	A	[Dom] [Fed] [Kli]					Biology, Engineer, Programming, Security, Strength>42, and (Diplomacy and Treachery or Honor and Leadership)				
Stage Bombardment	CA	ST2E-EN03106	U	3U106	Mission	0	S	4	35	G	[Car] [Rom]			Nebula. Region: Omarion Nebula. 		2 Leadership, Navigation, Officer, and Cunning>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: Intelligence, 2 Leadership, Treachery, and Cunning>32.
Study Rare Phenomenon	CA	ST2E-EN03107	U	3U107	Mission	0	S	3	35	A	[Fed] [NA]					Engineer, Navigation, Physics, Science, and Cunning>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: Engineer, Leadership, Programming, Security, and Strength>34.
Survey Star System	CA	ST2E-EN03108	S	3S108	Mission	0	S	3	30	G	Any					Astrometrics, Navigation, Science, and Cunning>34				When you complete this mission, if your personnel completing it have Acquisition, Diplomacy, or Treachery, score 5 points.
The Siege of AR-558	CA	ST2E-EN03109	U	3U109	Mission	0	P	2	40	A	[Dom] [Fed]					Engineer, Leadership, Physics, Programming, Security, and Strength>38				You may attempt and complete this mission using your [Fer] personnel with these requirements: Anthropology, Diplomacy, Honor, Security, and Strength>42.
Unicomplex Root of the Hive Mind	CA	ST2E-EN03110	S	3S110	Mission	0	H	2	0	D	Homeworld					You may play [Bor] cards and equipment at this mission.				You may not command another Headquarters mission.
Jorem	CA	ST2E-EN03111	C	3C111	Personnel	2					[Baj]	[DS9]			Bajoran	Exobiology Geology Honor Security	6	5	6	When you play this personnel, for each Assault event you command, he is cost-1.
Kira Nerys Reformed Collaborator	CA	ST2E-EN03112	R	3R112	Personnel	1					[Baj]	[Cmd] [TN]		Dissident. 	Bajoran	Officer Security Treachery	4	6	6	When you play this personnel, discard a card from hand.  While a Cardassian or Vedek is in your discard pile, this personnel is attributes+1, loses Treachery, and gains Honor and Physics.
Odo Wayward Link	CA	ST2E-EN03113	R	3R113	Personnel	2					[Baj]	[Cmd] [TN]		Dissident. Shape-shifter. 	Changeling	Law Leadership Programming Security	5	7	8	When you play this personnel, discard a card from hand.  When your Bajoran present is about to be killed by a dilemma, you may stop him or her and this personnel to prevent that.
Porta Advisor to the Emissary	CA	ST2E-EN03114	R	3R114	Personnel	2					[Baj]			Vedek. 	Bajoran	Anthropology Archaeology Biology	4	5	4	When this personnel is facing a dilemma, he may gain a skill from an Anthropology Bajoran in your discard pile until the end of that dilemma.  You may do this only once each turn.
Tahna Los Voice of the Kohn-Ma	CA	ST2E-EN03115	U	3U115	Personnel	2					[Baj]	[Stf]		Bajoran Resistance. 	Bajoran	Acquisition Astrometrics Navigation Physics Treachery	3	5	6	This personnel is Integrity-1 and Strength+1 for each non-Bajoran present (limit-3/+3).
Yassim Zealous Protester	CA	ST2E-EN03116	R	3R116	Personnel	3					[Baj]			Vedek. 	Bajoran	Anthropology 2 Honor Leadership Medical	8	5	3	When your [Baj] personnel present is about to be stopped by a dilemma, you may kill this personnel to prevent that.
Yelsar	CA	ST2E-EN03117	C	3C117	Personnel	2					[Baj]	[Stf]			Bajoran	Acquisition Diplomacy Medical Navigation Transporters	4	5	6	You may play this personnel at Mouth of the Wormhole.
Acclimation Drone	CA	ST2E-EN03118	C	3C118	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Anthropology Engineer Exobiology Medical	5	5	5	When you play this personnel, for each personnel you command but do not own, this personnel is cost-1.
Allocation Drone	CA	ST2E-EN03119	C	3C119	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Geology. 	Borg	Science	5	5	5	
Appraisal Drone	CA	ST2E-EN03120	C	3C120	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Archaeology. 	Borg	Science	5	5	5	
Archival Drone	CA	ST2E-EN03121	C	3C121	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Anthropology. 	Borg	Science	5	5	5	
Borg Queen Bringer of Order	CA	ST2E-EN03122	S	3S122	Personnel	4					[Bor]	[Cmd]			Borg	3 Leadership Treachery	3	8	6	Order - Discard the top card of your deck to name a skill.  Each of your Borg gains that skill.  This effect lasts until the end of this turn.  You may do this only once each turn.
Borg Queen Guardian of the Hive	CA	ST2E-EN03123	R	3R123	Personnel	4					[Bor]	[Cmd]			Borg	3 Leadership Treachery	4	8	6	While this personnel is facing a dilemma, you may replace your Drone present with a Drone from your discard pile.  Place the Drone you replaced in his or her owner's discard pile.  You may do this only once each dilemma.
Calibration Drone	CA	ST2E-EN03124	S	3S124	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Archaeology Biology Geology	5	5	5	Order - Place this personnel in his owner's discard pile to count the number of cards in your hand, shuffle them, place them on the bottom of your deck, and draw and equal number of cards.
Cartography Drone	CA	ST2E-EN03125	C	3C125	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Astrometrics. 	Borg	Engineer	5	5	5	
Computation Drone	CA	ST2E-EN03126	C	3C126	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Navigation Programming	5	6	5	Each of your other Borg present is Cunning+1.
Continuity Drone	CA	ST2E-EN03127	C	3C127	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Programming. 	Borg	Science	5	5	5	
Evaluation Drone	CA	ST2E-EN03128	C	3C128	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Exobiology. 	Borg	Security	5	5	5	
Guidance Drone	CA	ST2E-EN03129	C	3C129	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Navigation. 	Borg	Engineer	5	5	5	
Information Drone	CA	ST2E-EN03130	C	3C130	Personnel	2					[Bor]	[Stf]		Drone. Interlink: a skill on your non-[Bor] personnel present.. 	Borg	Exobiology Science Transporters	5	5	5	
Invasive Drone	CA	ST2E-EN03131	C	3C131	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Programming Security Transporters	5	5	5	Order - Return this personnel to his owner's hand to place any number of your personnel at this mission aboard a ship at the same mission.
Locutus Voice of the Borg	CA	ST2E-EN03132ab	R	3R132	Personnel	4					[Bor]	[Cmd]		Commander: Locutus' Borg Cube. 	Borg	2 Diplomacy 2 Leadership Officer 2 Treachery	1	6	8	While this personnel is facing a dilemma, if he uses his Diplomacy, Leadership, Officer, or Treachery to meet its requirements, score 10 points.
Negation Drone	CA	ST2E-EN03133	U	3U133	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Anthropology Security	5	5	5	Order - Kill this personnel and your other Drone present to destroy an opponent's event.
Opposition Drone	CA	ST2E-EN03134	C	3C134	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Biology Security	5	5	6	Each of your other Borg present is Strength+1.
Preservation Drone	CA	ST2E-EN03135	C	3C135	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Biology. 	Borg	Medical	5	5	5	
Reclamation Drone	CA	ST2E-EN03136	U	3U136	Personnel	3					[Bor]	[Stf]		Drone. 	Borg	Engineer Medical	5	5	5	When your Borg present is about to be killed by a dilemma, you may stop your other Drone present to place that Borg on top of his or her owner's deck instead.
Research Drone	CA	ST2E-EN03137	C	3C137	Personnel	1					[Bor]	[Stf]		Drone. Interlink: Physics. 	Borg	Medical	5	5	5	
Seven of Nine Part of the Greater Whole	CA	ST2E-EN03138	R	3R138	Personnel	3					[Bor]	[Stf]		Drone. 	Borg	Astrometrics Engineer Programming Science	5	7	6	Order - Place your Drone present on the bottom of his or her owner's deck to draw a number of cards equal to that Drone's cost.
Seven of Nine Representative of the Hive	CA	ST2E-EN03139	S	3S139	Personnel	3					[Bor]	[Stf]		Drone. 	Borg	Engineer Exobiology Physics Programming Science	5	7	6	While this personnel is facing a dilemma, she is Strength+2 and gains Security.
Transwarp Drone	CA	ST2E-EN03140	C	3C140	Personnel	2					[Bor]	[Stf]		Drone. 	Borg	Astrometrics Navigation Physics	5	5	5	Order - If this personnel is aboard a ship, return him to his owner's hand to make that ship Range+2 until the end of this turn.
Damar Useful Adjutant	CA	ST2E-EN03141	R	3R141	Personnel	3					[Car]	[Cmd] [TN]		Glinn. 	Cardassian	Engineer Officer Physics Security Treachery	3	5	6	While this personnel is attempting a mission and an opponent is about to draw dilemmas, you may discard a card from hand to subtract one from the number he or she can draw.  You may do this only once each turn.
Davin	CA	ST2E-EN03142	C	3C142	Personnel	2					[Car]	[Cmd] [TN]			Cardassian	Astrometrics Law Treachery	4	6	6	When you play this personnel, discard the top card of an opponent's deck.
Dukat Liberator and Protector	CA	ST2E-EN03143	R	3R143	Personnel	3					[Car]	[Cmd] [TN]		Gul. 	Cardassian	Diplomacy Leadership Officer 2 Treachery	2	6	6	When this personnel uses a skill to complete a mission, each of your opponents discards the top three cards of his or her deck.  You may do this only once each turn.
Elim Garak Plain, Simple Tailor	CA	ST2E-EN03144	U	3U144	Personnel	2					[Car]	[Stf] [DS9]			Cardassian	Diplomacy Intelligence Programming Treachery	3	6	6	When this personnel is about to be killed by a dilemma, you may discard a personnel from hand to take this personnel into your hand instead.
Magren	CA	ST2E-EN03145	C	3C145	Personnel	1					[Car]	[TN]			Cardassian	Biology Medical Physics	5	6	5	
Mavek Science Officer	CA	ST2E-EN03146	U	3U146	Personnel	2					[Car]	[Stf] [TN]			Cardassian	Biology Geology Navigation Science	6	5	5	When you play this personnel, if your non-Cardassian is at this mission, you may download an equipment.
Nerot	CA	ST2E-EN03147	C	3C147	Personnel	2					[Car]	[Stf] [TN]		Glinn. 	Cardassian	Archaeology Exobiology Security Transporters	5	5	6	When you play this personnel, for each Punishment event you command, he is cost-1.
Thorel	CA	ST2E-EN03148	C	3C148	Personnel	1					[Car]	[Stf] [TN]			Cardassian	Archaeology Geology Science	6	5	5	
Tora Ziyal Beloved Daughter	CA	ST2E-EN03149	R	3R149	Personnel	0					[Car]	[TN]		Dissident. 	Bajoran/Cardassian	Anthropology Geology Honor	6	4	4	When you play this personnel, discard a card from hand.  When this personnel is stopped by a dilemma, you may discard a card from hand to draw a card.
Bashir Founder Nefarious Saboteur	CA	ST2E-EN03150	R	3R150	Personnel	4					[Dom]	[Stf]		Founder. Infiltrator. Shape-shifter. 	Changeling	Engineer Exobiology Intelligence Medical Physics 2 Treachery	1	7	6	When you play an Infiltration card, if this personnel is present with an opponent's personnel, you may draw a card.
Borath Psychological Researcher	CA	ST2E-EN03151	R	3R151	Personnel	3					[Dom]	[Cmd]			Vorta	Exobiology Intelligence Medical Programming Treachery	4	6	4	Order - Examine a random card from an opponent's hand.  If it is a personnel, draw a card.  You may do this only once each turn.
Founder Councilor	CA	ST2E-EN03152	C	3C152	Personnel	2					[Dom]			Founder. Shape-shifter. 	Changeling	Biology Diplomacy Science	4	5	6	Order - Replace this personnel with a Founder from hand, then place this personnel in her owner's discard pile.
Founder Leader Beguiling Teacher	CA	ST2E-EN03153	U	3U153	Personnel	3					[Dom]	[TN]		Founder. Shape-shifter. 	Changeling	Anthropology Exobiology 2 Leadership Science Treachery	3	7	5	When you play this personnel, each of your other [TN] personnel is Cunning+1  until the end of this turn.
Founder Leader Forbidding Judge	CA	ST2E-EN03154	S	3S154	Personnel	3					[Dom]			Founder. Shape-shifter. 	Changeling	Biology Diplomacy Law Leadership Medical	4	7	5	When you play this personnel, you may download a Changeling.
Ikat'ika Honorable Warrior	CA	ST2E-EN03155	R	3R155	Personnel	3					[Dom]	[Cmd]			Jem'Hadar	Anthropology Biology Honor Leadership Officer	8	5	9	While this personnel is attempting a mission, you may make him attributes+2.  If you do this, he is killed at the end of this turn.  You may do this only once each turn.
Imat'Korex	CA	ST2E-EN03156	C	3C156	Personnel	2					[Dom]	[Stf] [TN]			Jem'Hadar	Biology Honor Programming Security	6	5	8	
Keevan Conniving Liar	CA	ST2E-EN03157	U	3U157	Personnel	2					[Dom]	[Cmd]			Vorta	Anthropology Diplomacy Exobiology Geology 2 Treachery	2	6	3	When you play a Jem'Hadar at this mission, you may choose to have each player draw a card.
Kilana Dissembling Envoy	CA	ST2E-EN03158	S	3S158	Personnel	2					[Dom]	[Cmd]			Vorta	Archaeology Diplomacy Medical Transporters Treachery	4	5	5	Order - Examine a number of cards from the top of your deck equal to the number of your Changelings present.  Replace those cards in any order.  You may do this only once each turn.
Kira Founder Examiner	CA	ST2E-EN03159	R	3R159	Personnel	3					[Dom]	[Cmd]		Founder. Infiltrator. Shape-shifter. 	Changeling	Anthropology Geology Navigation Officer Programming Treachery	3	6	6	Order - If this personnel is present with an opponent's personnel, discard a card from hand to take an Infiltration event from your discard pile into hand.
