Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Exchange Program	PP	STVE-EN22019	V	N	Y	22V019	Interrupt	0															To play this interrupt, you must command two [Kli] ships. When an opponent plays an interrupt, download an interrupt. Order - Place one of your [Kli] personnel at an opponent's headquarters mission (he or she now commands that personnel) to take a personnel at that headquarters mission that has a cost equal to or less than that [Kli] personnel and place him or her at your Qo'noS (you now command that personnel).
Hidden Resource	PP	STVE-EN22020	V	N	Y	22V020	Interrupt	0															When an opponent plays a ship, discard a [Baj] card from hand to download a [Baj] ship. Order - Each of your [Baj] ships is Range +5 until the end of this turn.
Lustful Distraction	PP	STVE-EN22021ab	V	N	Y	22V021	Interrupt	0															To play this interrupt, stop two [SF] personnel you command. When an interrupt is played, prevent that interrupt and place it in its owner's discard pile. Order - Choose an event. The owner of that event shuffles it into his or her deck.
Secret Agenda	PP	STVE-EN22024	V	N	Y	22V024	Interrupt	0															When your [Rom] Leadership personnel is facing a dilemma, name a skill that none of your personnel facing that dilemma has. That [Rom] Leadership personnel gains that skill until the end of that dilemma. Order - Examine an opponent's hand. For each [Rom] Leadership personnel you command, choose an interrupt revealed. That opponent discards each one.
Superior Position	PP	STVE-EN22025	V	N	Y	22V025	Interrupt	0															To play this interrupt, you must have more points or command more ships than one of your opponents. When your [Car] personnel is about to be killed by a dilemma, stop that personnel instead. Order - Discard the top card of your deck to take a [Car] card from your discard pile and place it on top of its owner's deck.
Unrelenting	PP	STVE-EN22026	V	N	Y	22V026	Interrupt	0															To play this interrupt, stop a personnel you command but do not own aboard your [Bor] ship. When an opponent plays an interrupt, you may give command and place a personnel he or she owns but that you command at his or her headquarters mission to prevent that interrupt and place it in its owner's discard pile. Order - Take command of an opponent's personnel present with a personnel that he or she owns but that you command.
Investigate Anachronism	PP	STVE-EN22028	V	Y	Y	22V028	Mission	0	P	2	30	A	[SF]			Region: Delphic Expanse. 			Diplomacy, Leadership, 2 Security, and Strength>30 or 2 Anthropology, Biology, Honor, and Cunning>30				
Benjamin Sisko Man of Two Worlds	PP	STVE-EN22030	V	Y	Y	22V030	Personnel	4					Bajoran	[Cmd]				Human	Anthropology Archaeology Honor Leadership	8	6	6	When you play this personnel, you may download a Prophet card and/or take each personnel you own that has been removed from the game and place them in your discard pile.
Odo Bajoran Representative	PP	STVE-EN22032	V	Y	Y	22V032	Personnel	2					Bajoran	[Cmd][TN]		Shape-shifter. 		Changeling	Law Leadership Security	6	7	8	To play this personnel, you must command three non-Dissident [TN] personnel. You may play this personnel to Mouth of the Wormhole at cost +5 to do any or all of the following: score 5 points, download an equipment, download Ruling Council, download a [TN] card.
Amat'igan Founder Bodyguard	PP	STVE-EN22034	V	Y	Y	22V034	Personnel	5					Dominion	[Stf]				Jem'Hadar	Astrometrics Navigation Security	5	5	8	When your [Dom] personnel present is killed by a dilemma, you may take a Jem'Hadar from hand and place him present with this personnel. That personnel joins the mission attempt.
Weyoun Dominion Representative	PP	STVE-EN22035	V	Y	Y	22V035	Personnel	4					Dominion	[Cmd][TN]				Vorta	Diplomacy Law Leadership Treachery	3	6	4	When you play this personnel, you may choose one: download Ruling Council or download a [Car] card. Order - Place this personnel on the bottom of his owner's deck to name a personnel. Each opponent takes a personnel that he or she commands with that card title and place each on the bottom of his or her deck.
Giotto Security Chief	PP	STVE-EN22036	V	Y	Y	22V036	Personnel	2					Federation	[Cmd][TOS][Pa]				Human	Leadership Officer 2 Security Transporters	5	5	6	You may play this personnel at cost +2 to prevent and overcome the first dilemma he faces this turn that has a cost of 1 or more and does not require a skill.
Farek Distrusting Doctor	PP	STVE-EN22038	V	Y	Y	22V038	Personnel	2					Ferengi	[Stf]				Ferengi	Acquisition 2 Medical 2 Treachery	2	6	4	When this personnel or a Ferengi personnel present is about to be killed by a dilemma, you may remove a non-Ferengi personnel beneath your Ferenginar from the game to prevent that.
Amaros Freedom Fighter	PP	STVE-EN22039	V	Y	Y	22V039	Personnel	2					Non-Aligned	[Cmd][Maq]				Human	Astrometrics Engineer Navigation Treachery	4	5	6	When you play this personnel, you may discard any number of [Maq] cards from hand to download an equal number of cards. Those cards must have different titles and be events, interrupts or [Maq] ships.
Laavros Kreetassan Civil Servant	PP	STVE-EN22042	V	Y	Y	22V042	Personnel	2					Non-Aligned	[Stf][Pa]				Kreetassan	Archaeology Diplomacy	7	5	5	When a personnel present who has a cost of 4 or more is killed by a dilemma, you may stop this personnel to download a personnel of the same affiliation as that killed personnel and place him or her with this personnel. That personnel joins the mission attempt.
Punull	PP	STVE-EN22043	V	N	Y	22V043	Personnel	4					Non-Aligned	[Stf][Pa]				Kreetassan	Geology Law Medical Science	6	5	5	When you play this personnel you may download up to four cards that have different titles. Then choose an opponent. He or she chooses two of those cards to be removed from the game.
Karina Hindering Analyst	PP	STVE-EN22044	V	Y	Y	22V044	Personnel	4					Romulan	[Cmd]				Romulan	Anthropology Intelligence Physics Science Treachery	3	6	5	When your [Rom] personnel present is about to be stopped by a dilemma, if you have more cards in hand than each opponent, discard an event from hand to prevent that.
Ruwon Hindering Analyst	PP	STVE-EN22045	V	Y	Y	22V045	Personnel	4					Romulan	[Cmd]				Romulan	Diplomacy Intelligence Leadership Security Treachery	3	5	6	When your [Rom] personnel present is about to be killed by a dilemma, if you have more cards in hand than each opponent, discard an event from hand to prevent that.
Charles Tucker III Damaged Engineer	PP	STVE-EN22046	V	Y	Y	22V046	Personnel	2					Starfleet	[Cmd][Pa]				Human	2 Engineer Physics Transporters	5	6	6	Order - If this personnel is aboard your ship at a Region: Delphic Expanse mission, discard a card from hand to remove a Damage card from that ship. You may only do this once each turn.
Jonathan Archer Damaged Captain	PP	STVE-EN22047	V	Y	Y	22V047	Personnel	4					Starfleet	[Cmd][Pa]		Commander: Enterprise. 		Human	Astrometrics Diplomacy Engineer Leadership Officer Physics Security	5	6	6	While this personnel in facing a dilemma that does not require a skill at a Region: Delphic Expanse mission, you may exclude him and each of your [SF] personnel present from random selections.
Malcolm Reed Damaged Security Officer	PP	STVE-EN22048	V	Y	Y	22V048	Personnel	2					Starfleet	[Stf][Pa]				Human	Officer Physics Security	5	5	6	When an engagement involving this personnel at a Region: Delphic Expanse mission begins, you may discard a random card from hand to prevent that engagement and stop each personnel and ship involved.
T'Pol Damaged Science Officer	PP	STVE-EN22050	V	Y	Y	22V050	Personnel	4					Starfleet	[Cmd][Pa]				Vulcan	Archaeology Engineer Geology Law Physics Programming Science Transporters 	5	7	6	While this personnel is at a Region: Delphic Expanse mission, ignore her next ability. When this personnel is about to face the third dilemma of a mission attempt, stop her.
U.S.S. Bozeman Well-Preserved Antique	PP	STVE-EN22052	V	Y	Y	22V052	Ship	3					Federation	[TNG][Pa]	[Cmd][Stf]		Soyuz Class			7	6	6	While a player commands a Temporal event, this ship is Range -3. Order - If this ship is at a non-headquarters mission, stop six personnel aboard to destroy a Temporal event.
Kilhra Hidden Threat	PP	STVE-EN22053	V	Y	Y	22V053	Ship	6					Romulan		[Cmd][Stf][Stf][Stf]	Cloaking Device. 	D'deridex Class			7	9	9	When you lose command of one of your events, you may take a non-dilemma card that you own that was on that event into hand.
Sphere 634 *VP	VP	STVP-EN074	VP	Y	Y	0VP074	Ship	6					Borg		[Stf][Stf][Stf][Stf]		Sphere			9	10	9	When this ship is about to move between an [AQ] mission and a [DQ] mission, do not add 2 to the span total of those missions.
Secret Identity *VP	VP	STVP-EN077	VP	N	Y	0VP077	Dilemma	0	D														Your opponent chooses a personnel.  You may replace him or her with any one personnel of the same affiliation from your deck.  Place the personnel your opponent chose in his or her owner's discard pile.  Shuffle and replace your deck.
Formal Hearing *VP	VP	STVP-EN075	VP	N	Y	0VP075	Dilemma	7	D														For each event your opponent commands in his or her core, this dilemma is cost-1.  Unless you have Diplomacy, Intelligence, 2 Programming and Cunning>38 or 2 Honor, Law, and 2 Officer, randomly select three personnel to be stopped.
Overwhelmed *VP	VP	STVP-EN076	VP	N	Y	0VP076	Dilemma	4	D														Place this dilemma on this mission.  When a personnel facing a dilemma at this mission uses his or her skills, he or she is stopped.  At the end of this turn, return this dilemma to its owner's dilemma pile.
Grav-Plating Trap *VP	VP	STVP-EN078	VP	N	Y	0VP078	Interrupt	0															When an event or interrupt is played, destroy one of your non-Hand Weapon equipment to prevent that event or interrupt and place it in its owner's discard pile. Order - Destroy one of your non-Hand Weapon equipment to destroy an event.
Enabran Tain "Retired" Spymaster *VP	VP	STVP-EN079	VP	Y	Y	0VP079	Personnel	3					Cardassian	[Cmd]				Cardassian	Anthropology 2 Intelligence Security 2 Treachery	2	7	3	When you play this personnel, if each of your non-headquarters missions requires Intelligence, you may draw up to seven cards, then discard two cards from hand.
Gelnon Aloof Tactician *VP	VP	STVP-EN080	VP	Y	Y	0VP080	Personnel	3					Dominion	[Cmd]				Vorta	Archaeology Law Leadership Science Treachery	4	6	4	When you play this personnel, if each of your non-headquarters missions is an [AQ] mission, you may download a Jem'Hadar and place it aboard your [Dom] ship.
Jean-Luc Picard Vintner *VP	VP	STVP-EN081	VP	Y	Y	0VP081	Personnel	2					Federation	[Stf][TNG][Fut]				Human	Archaeology Biology Diplomacy Science	6	5	3	When you play this personnel, if each of your non-headquarters missions requires Biology, you may download up to three [TNG] personnel.
Alexander Rozhenko K'mtar *VP	VP	STVP-EN082	VP	Y	Y	0VP082	Personnel	4					Klingon	[Cmd][Fut]		High Council Member. 		Human/Klingon	2 Diplomacy Honor Programming Transporters	8	5	8	When you play this personnel, if each of your non-headquarters missions requires Diplomacy, you may download up to two events, then play each of them at cost-3.
U.S.S. Defiant Repurposed Warship *VP	VP	STVP-EN083	VP	Y	Y	0VP083	Ship	7					Federation	[DS9]	[Cmd][Cmd][Cmd][Stf]	Cloaking Device. 	Defiant Class			8	10	10	When you play this ship, if each of your non-headquarters missions is a [GQ] mission, you may spend 5 additional counters this turn.
Coolant Leak	EM	STVE-EN23003	V	N	Y	23V003	Dilemma	4	D														Unless you have Engineer or a personnel who has a cost of 4 or more, all your personnel are stopped. If you have two or more personnel who have Engineer or cost 1 or less, randomly select all but one of those personnel to be stopped.
Information Extraction	EM	STVE-EN23007	V	N	Y	23V007	Dilemma	1	D														Your personnel cannot gain skills while facing this dilemma. Unless you have Intelligence, Officer, and Programming or Exobiology, Medical, and Treachery, randomly select a personnel to be stopped and if this dilemma's owner chooses to lose 5 points, then add 10 to each attribute requirement of this mission until the end of this mission attempt.
I Stand With My Shipmates	EM	STVE-EN23016	V	N	Y	23V016	Event	5															Plays in your core. When you are about to lose 5 points to pay the cost of a card you own, if you have 5 points, you may destroy this card instead to pay that cost.
Quinn	EM	STVE-EN23025	V	N	Y	23V025	Interrupt	0								Q. 							Order - Lose 5 points to make each player choose two events in play. All other events are destroyed.
Garth of Izar Criminally Insane	EM	STVE-EN23042	V	Y	Y	23V042	Personnel	1					Federation	[Cmd][TOS][Pa]		Shape-shifter. 		Human	Exobiology Leadership 2 Treachery	2	5	6	You may play this personnel at cost +5 to reveal the top card of an opponent's deck. If it is a personnel that opponent does not command, it is placed in your brig (that opponent now commands him or her) and this personnel gains each of that personnel's skills until the end of this turn.
Richard Galen Legendary Archaeologist	EM	STVE-EN23045	V	Y	Y	23V045	Personnel	4					Federation	[Stf][E]				Human	2 Archaeology Exobiology Geology Navigation Science	5	7	4	When you play this personnel, you may download an Artifact. While this personnel is facing a dilemma, you may lose 5 points to have a personnel present gain all skills that this mission has in its requirements until the end of this mission attempt.
